ID,TEXT
46,I watched my kids playing together and not fighting.
47,My job provided lunch and it was really good. 
48,I made a delicious meal using fresh ingredients without having to go to the grocery store.
49,I made vacation plans with my daughter today for Florida in July.
50,GO TO THEATRE AND MAKE HAPPY WITH MY FAMILY
51,My mother is recovering from weakness after chemotherapy cycle.
52,Watched a new episode of a show that I like. 
53,A good win for my sports team
54,Meeting up with my girlfriend at the park and just talking.
55,I worked out and was able to keep up with the entire tape.
56,I found something I had lost weeks before.
57,I bought a new phone
58,I got to see a very good old friend that came over at my daughter's birthday.
59,"I went my sons school for open house yesterday, the teacher told about him very positively, that made me happy"
60,My long time best friend came to visit me with family after so many years.
61,When i claim back 95% my insurance money from insurance company.
62,My cousin brother got engaged to his love after 3 years
63,My son sang a song for me.
64,just that feeling of motivation of moving into the right direction you know?!
65,i met my old friends after 5 years.we all had a talk for half a day.we played football like my old days.
66,I finished my paper for my college class.
67,"After a long time, today my cousin came home surprisingly that made my day !"
68,I managed to throw out a few items that were cluttering a room. I enjoyed the space I have after. 
69,Seeing a friend I haven't seen in a long time
70,I spent some time in the kitchen making chicken soup.
71,I met with my school friends and enjoyed a lot.
72,I satisfied my many food cravings for dinner.
73,Meeting up with some older friends that I hadn't seen for a while.
74,i received a lottery amount of 5000 today
75,I talked to my mom on the phone and it was an amazing call. 
76,"I got to talk to my mother on the phone last night, we hadn't spoke in a while and it was needed."
77,"The pork I cooked for dinner last night turned out well, I was worried it wouldn't. "
78,I got accepted into the college I applied for. 
79,I received a birthday gift in the mail from a good friend of mine. 
80,I talked to my girlfriend recently and she told me that she loved me.
81,I finally had a chance to talk about some things that were really bothering me with a good friend.
82,I went for a walk early in the morning and air was clear and crisp.
83,When my wife came home from being at work all day.
84,"I was finally able to take the necessary steps to start learning Japanese and I finally read my first sentence, it felt really great inside."
85,I sold my motorcycle and got 2 thousand dollars for it which is a lot
86,I sat outside in my backyard and enjoyed the greenery and the sun that shone down on my face.
87,My wife made her chicken soup.
88,I received a bonus at work.
89,"I went out to eat at my favorite burger joint. The burgers were so delicious, I was in complete bliss."
90,Coffee has made me incredibly happy.
91,I was able to have my cell phone service plan significantly reduced which caused me a great deal of happiness yesterday. 
92,I finally cleaned out my basement. 
93,My new boss appreciated the work i put in
94,I saw some friends that I had not seen in a while and it was good to reconnect. 
95,My cat snuggled with me while we slept.
96,i was working on a problem from the morning when i found the solution for the problem i was very happy there is no words to describe my feelings
97,I made my goal of losing 10 pounds.
98,I bought a new laptop.
99,My friend treated me to a nice lunch. It was seafood and delicious. I didn't have to pay for anything. 
100,Watching Bob's Burgers streaming on Fox.
101,"I got a ten dollar bonus from a requester on Mechanical Turk, and I didn't even remember doing the HIT."
102,I had talked on the phone with my girlfriend while i've been sick. 
103,My 4 year old son was trying to impress his mother yesterday. After dinner he asked for a piece of chocolate. We have mini Hershey bars so I put one on the counter. My son pointed at the chocolate bar and with his finger moving across the letters he said. Mom it says Turkeys. It made me laugh
104,I got complimented on looking buff
105,Did well in the videogame I was playing
106,I won at poker at the local bar. I won $600 and bought a round of drinks for everyone cause I felt so good. I am still happy from this event even this morning. 
107,I got done with a test that I had been nervous about taking. I think I did pretty good too.
108,"I finally repaired a problem with my car. I needed some help, but I managed to do it mostly on my own."
109,I played with my dog.
110,I watched a wonderful movie that I have not seen in years. My family and I were thrilled.
111,Basically I got an eye exam that really helped me with my eyes. I have diabetes and suffering some vision problems. I ended up getting prescription glasses for my eyes.
112,My daughter told me she loved me and hugged me before bed time.
113,I got a call for a job interview I didn't think I qualified for.
114,"I got Chinese food for dinner, it was good."
115,"My friend, Sheryl came over to visit me and my puppy. "
116,Talking to my girlfriend over the phone and making weekend plans
117,I made the final table of a poker tournament.
118,I helped plan a surprise party for my Mom's 70th birthday party coming up. 
119,I was really happy when I was finished with my midterm. I felt decently well on it and was happy when it was over.
120,My baby woke up silly and happy and I  felt happy and refreshed from a fairly good night sleep and enjoyed his silliness.
121,I got a full night of sleep. That does not often happen with a 3 month-old in the house. 
122,"I finally completed a long, tiring task at work."
123,"Increased my max bench press this morning, heaviest I've ever lifted"
124,I watched a Blackhawks game last night.
125,complete my pending job task today.
126,"I realized that, under the ACA, I have people I can count on to support me in getting (and keeping) health coverage."
127,I worked on my garden in the nice warm weather. The plants were all growing so nicely and the air was so clean.
128,I had cream of chicken soup for dinner. It made me feel a lot better because I have been sick. 
129,I got to take a walk with my 12 month old son and my husband. The weather is ver beautiful right now. cool and sunny.
130,Picking up my girlfriend from the airport since I hadn't seen her for two weeks.
131,My ex girlfriend texted me and talked to me on the phone as well.
132,I watched a particularly compelling episode of a show that I enjoy on Netflix.
133,My professor gave me an extension on an assignment
134,I WAS VERY HAPPY THAT SOMEONE WHO OWED ME MONEY PAID ME BACK LAST NIGHT. 
135,I went to In n Out after work and I was starving. The double double tasted so good
136,"I went to the beach with my girlfriend. It was nice seeing the beautiful sunset go down while holding her in my arms, I was so grateful for this life"
137,Daughter committed to a college.
138,I enjoyed cooking ribs for dinner tonight.
139,"I watched a movie with my wife, and we both enjoyed it."
140,I went for a walk on the marina with my husband.
141,"The last show before WrestleMania, Goldberg appeared and got the better of his upcoming opponent Brock Lesnar.  A great result."
142,"I made an amazing dinner of garlic and butter noodles.  It had the perfect amount of salt, butter, and Parmesan cheese.  It made my mouth really happy.  "
143,Going to dunkin' donuts and getting a free dozen of them made me happy today.
144,Cooking dinner with my boyfriend.
145,I won sports bets on all 3 of the tennis matches I put money on.
146,I made a great riff on guitar
147,"I ate chicken, rice, and vegetables for lunch."
148,I went to the gym. Hitting a new personal record on the bench press made me more confident in my abilities.  
149,When I'm with my kids.
150,I completed a modification for a video game that I was able to release to the public.
151,I finally figured out how to properly install a program at work. 
152,my mom made me my favorite pancakes after long time.
153,I hung out with my mother.
154,"Me and my spouse spent the entire day together, laying around and enjoying each others company. We are both pretty busy during the days, and it was very nice that we both had all day to each other. "
155,My coworker just received news that she had an accepted offer on her home.
156,I had a great meal
157,I prepped oatmeal for a few months so I have plenty of great breakfasts ready.
158,A friend came over to help install an appliance.  I was very happy I didn't have to pay a professional.
159,I am getting better at doing homework without having a mental breakdown or sleeping.
160,I finished the work project I was working on today.
161,I played video games with my roommate and online friends.
162,I fixed a broken window that had been in that condition for months!
163,Walking outside with a friend playing pokemon go
164,My daughter came in last night and told me that she loved me and gave me a hug and a kiss and then put herself to bed. 
165,I was watching an episode of crashing and I had a good laugh at one of the jokes on the episode.
166,Getting a back massage
167,I hung out and went drinking with my boyfriend and our friends.
168,I found something unexpected in a video game I am playing.
169,My husband finished painting my bathroom.  It has been a mess for 2 weeks but last night he put on the last coat after he got home from work.  It made me so happy that it was finally a functional bathroom again.
170,I got to take a nap on the couch.
171,"I participated in a group task and felt valued in it, as if my skills were needed and appreciated. "
172,I picked up a new phone this afternoon with an Android operating system instead of the terrible Windows phone I have been using. 
173,i was working on a problem from the morning when i found the solution for the problem i was very happy there is no words to describe my feelings
174,My husband made dinner! There were left overs he makes the best scampi 
175,I completed upgrading the switches in our house so everything looks much better.
176,Cooked and ate a delicious steak. 
177,"I was preparing a scrap book for another friend for her birthday. It had screenshots of our chats during the past year, photos, and notes. She teared up going through it and told me aI donat know what have I done to deserve people like you caring this mucha"
178,Playing video games with my nephew
179,I managed to work on my web design project after putting it off for a while.
180,I got to watch my favorite tv show.
181,I went an entire day of work with no one from HQ sending us last minute insurance claims files and my boss didn't yell at me to work faster to meet deadlines. I had a boring happy day.
182,I went grocery shopping and got some really good deals.  I spent $20 less than I had planned.  Bought some marked down ribeyes for $3/lb.
183,I ate some of my favorite meals (including bourbon steak) for dinner.
184,I finished the grout on the new counter top tile. 
185,"I got to go get some chinese food, I hadnt had any in a long time."
186,My friend stopped by to cht and see me who I have not seen since last year. It was awesome to touch base again and have him back in town. 
187,I stepped outside without a jacket today.  The sun is shining and it finally feels a bit like spring!
188,I brought in a card game to try playing with my client and he enjoyed it.
189,"I got to see my niece today, she's adorable."
190,I picked up running again now that the winter weather has finally died down. I feel much better physically and emotionally because of it.
191,I ate tacos.
192,My brother bought home pizza
193,I smoked some weed with my very close friends.
194,"Watching a soap opera of a wrestler, Blue Demon."
195,I was able to find a rare vinyl record I had been looking for for a long time. 
196,getting more money 
197,My most annoying co-workers are away at a conference and the office has been really peaceful. 
198,I finished all of my work by the end of the day.
199,I won $20 on a fanduel nba fantasy basketball tournament lineup contest.
200,When I played with my daughter
201,happy moment is i got a call saying i got a job and i need to do paperwork.
202,A shirt that I had ordered online finally came in.
203,When school ended and so I could finally go home.
204,I grabbed a $20 HIT on Mechanical Turk.
205,I ran quite a long distance with good weather.
206,Amazon was able to refund a product that I thought I was going to be stuck paying for.
207,My husband told me I didn't have to cook. He is getting food on the way home from work.
208,I checked a lotto ticket today and found that I won $2.00.
209,Found out that my cousins bought a new home near me. 
210,I made a delicious breakfast.
211,The team I coach won its match today.
212,I did rather well in reaching my recent sales goal.
213,I saw my boyfriend again after being apart for a month.
214,I had an amazing dream this morning.
215,I completed a goal that I set for myself at the gym and it pumped me up for tomorrow. 
216,I ate delicious rice pudding
217,I'm finally getting back into my healthy eating plan and today I found out I lost a pound.
218,I finished a project at work all by myself.
219,My friend and I took a long walk.
220,I saw that there was a new episode of Mindy Project and I was excited to watch it.
221,I got my favorite ice cream from the ice cream parlor
222,"Thinking about my young grandchildren after looking at their pictures today, and how they all look and act just like their Dad, making me very happy and proud.  "
223,my girlfriend surprised me at work with a gift.
224,I am happy that I stuck to my diet that I started yesterday without cheating at all.
225,I played a video game.
226,I was able to turn in the forbearance form for my student loans.
227,My boss told me I did an exceptional job. 
228,I enjoyed the great meal and drinks on my flight.
229,I watched a TV show I like a lot.
230,My son got himself ready for school without my help.
231,"I went to dinner with some friends, after a meeting."
232,I went to the gym with a friend of mine who I hadn't seen in a long time.
233,Performing well at an online game and helping my team win.
234,I am planning another trip upcoming in August. This one is a week-long trip in Colorado. Planning makes me so excited. I love seeing everything coming together and falling into place. I will probably continue to be happy about this randomly up to the point of the actual trip.
235,I ate dinner with my favorite person.
236,Spending time with my dogs outside made me happy. I love watching them play and having fun
237,I ate McDonald's for breakfast.
238,I was able to save a customer of mine over 1000 dollars in insurance premiums.
239,I was able to enjoy a nice pleasant dinner with my family last night at the olive garden.
240,My favorite show came back on netflix
241,I met a close friend for coffee. 
242,My cat cuddled with me when I went to sleep. 
243,I listened to a new song that I really liked.
244,When my kids were going to bed they both gave me a kiss and a hug and told me that they loved me.  They are teens now so I hope it will last.
245,I got my sons report card from his teacher and saw that he got all A's.
246,i was working on a problem from the morning when i found the solution for the problem i was very happy there is no words to describe my feelings
247,I went out to lunch with my boyfriend and we sat outside while we ate and enjoyed our food together.
248,I got to eat some great food from my mom that I hadn't had in awhile
249,I made myself a tasty dinner last night.
250,I was able to leave work early.
251,In my free time on Monday Night I went online and started doing some paid research survey. I have been too lazy to do them but since I am always online I decided to get paid while searching the internet.
252,"I listened to the latest album from a favorite musician, Kristin Hersh."
253,"At dinner, my family and I were all laughing at the silly song my daughter made up."
254,Had a delicious lunch
255,"When i ware upset last night, my mom convey me some words through online video chat. Listening to my mom's word on phone call was the best enlightenment to me i have received in last few months."
256,I took some medication that relieved soem pain.
257,I was able to take my cat out for a walk while the sky was clear.
258,"I played with my new kitten, we have only had him for 3 weeks!"
259,I got my paycheck.
260,I was accepted for a higher paying study on mechanical turk. I need the money and I was thrilled that I could earn the extra money in this way.
261,I ate a delicious and healthy smoothie.
262,My son told me he is having the best time while we were at the beach this morning in Florida. 
263,I woke up next to my fiance.
264,I reached my sales goals at work for the day. I feel really proud of my diligent efforts.
265,Baking macaroons with my little brother and sister.
266,I was happy that I lost over one pound. I cheated some but still lost weight.
267,"I was preparing a scrap book for another friend for her birthday. It had screenshots of our chats during the past year, photos, and notes. She teared up going through it and told me aI donat know what have I done to deserve people like you caring this mucha"
268,Eating a BBQ pizza from Little Ceasars.
269,i felt happy today when i got caught up on my work so i had some free time to myself. 
270,I got my check from the insurance company to fix my damaged car.
271,I started a new diet and was able to control my urge to eat chocolate so far.
272,I finished washing my car and making it glossy. It looks fantastic now.
273,My friend sent me pictures of his cat.
274,"I made plans with my brother to get together this weekend to watch the Final Four.  My nephew could win $700, because he has Gonzaga beating Oregon in the championship game."
275,My husband surprised me by finishing the laundry.
276,I received a gift card from my mother.
277,I have my evening free since I didn't have to go to one of my jobs or go to a club meeting that I normally have every week.
278,I received the drafts back on a grant proposal I am working on from my advisor in less than a day so I could re-edit them.
279,I got my bff to stop yelling at me all the time because her boyfriend is a dick
280,I made myself pizza for dinner and sampled some home brewed beer.
281,I got Chinese food for lunch this afternoon as a treat for working through a ten hour day.
282,I finished a presentation
283,I found a coupon while ordering food online through seamless and saved $10.
284,"After a long day, I picked up a six pack of beer;  I'm in the process of enjoying it now."
285,My daughter told an unexpectedly funny joke. 
286,Both of my dogs and my toddler played together nicely outside while I enjoyed the nice sunny weather.
287,my younger sister marriage all family members will meet very enjoyful
288,The temperature today was 70 degrees and the sun was shining.  I don't like cold weather so this was heaven for me.
289,I called an old friend and talked for a while
290,I read a few more chapters of the novel I've been reading these past few weeks.
291,I was able to imagine a hopeful future when I am stuck in depression and poverty at the moment. 
292,I saw my friend at work and we talked about life.
293,"My partner sent me a special gift of chap stick, that he made himself. "
294,Making money on amazon turk made me happy this month.
295,"My new boss complimented me, and said other management staff appreciated my efforts. "
296,Last month I have achieved my target in my job much before the stipulated time.
297,My cat had recently lost weight so i took her to the veterinarian. The veterinarian said my cat had all the symptoms of hyperthyroidism. A few days later i received a call saying that my cat was perfectly fine and healthy.
298,Something that made me happy in the past month was when I received a bouquet of flowers. 
299,When I ate at a new restaurant.
300,"It was 70 degrees out the other day, and it felt amazing to go for a walk in the park."
301,I spent some time with a close friend.
302,Moving back home made me happy.
303,I was very happy last month when my wife got delivered a cute baby girl which just looks like me
304,My wife gave birth to a baby boy and this made me happy.
305,I went to meeting of science exhibition..  It is very useful to see..
306,"Meeting up with my nephew and niece at my brother's home was awesome, we had fun together."
307,I got to to Philadelphia to see my brother and his family and I felt amazing. 
308,My son saying he loves me
309,Getting a job offer from a very important company.
310,The day I went to my daughter's clarinet concert. 
311,I made cookies with my grandson.
312,I made an exceptionally wonderful meal for our dinner.
313,I went to dinner with my girlfriend
314,I was able to use my health knowledge when I volunteered for a health group as their guest speaker. 
315,Going home to see my family after being gone for college.
316,When I finished landscaping the front yard with my wife helping me.
317,"I was struggling with a problem with my elderly mother.  As my wife and I were discussing this unhappy problem, our 8-year old son came up and gave us both hugs just because he wanted us to feel better."
318,I had a 3 hour conversation with my ex-girlfriend.
319,My wife give me a watch as gift. I have greatly enjoyed in my life
320,What made me happy this past month was passing my PGCert one which is the first hurdle to completing my PhD. 
321,Being with my family on the weekends. Going to my best friends house.
322,We got a new house and a car.
323,I went to a Game of Thrones live concert experience last Thursday which made me extremely happy.
324,My youngest son began to stand up holding on to an object. 
325,I have been really depressed lately and afraid to share it with my husband.  He has been very loving and supportive since I told him my feelings.  
326,I got to leave the time-zone I was born in for the first time.
327,learning & study make me happy
328,This month was my birthday and it made me happy that my wife took me out for a romantic date. It made me feel special and loved by her and it was nice to get out. 
329,Yesterday was my birthday and usually I am not honored or get more than a general happy birthday from my family and friends.  But my boyfriend stayed up until one minute after midnight the night before just so he could say he was the first to wish me a happy birthday.  
330,I was made very happy when I was working with my students and they were able to create and play their own music in about an hour.
331,I recently received a new golf putter that I had wanted for a while.
332,Hangout with my friends like window shopping
333,"My little sister and her family came for a two week visit. I got to hold my baby niece for the first time! I am still happy over this event, as they have just left for their new home, so the joy has not left yet."
334,I watched my niece and nephew for a weekend. One night when I tucked them into bed my niece wanted hugs and kisses over and over again. Usually she gives me one of each and goes to bed. After three huge hugs and kisses she told me that she loves me so so much and couldn't wait to see me in the morning. As I was leaving her room she told me she had one more question. When I asked her what it was she said I love you so much! I couldn't help but smile for the rest of the night.
335,I was happy when my work hours were restored to full time (after being reduced across for budgetary reasons) and we even started getting opportunities for overtime.
336,I'm finally about to buy a car. My savings just got their few days ago. Now I'm looking. It's exciting.
337,I bought several books for cheap that would allow me to study well for an upcoming test.
338,I bought a new cell phone with latest features and specifications.
339,I was treating my sons family to Sunday lunch and I caught my very intelligent 16 year old grandson off guard and made him laugh.
340,meeting old friend last sunday
341,I traveled to a state I had never been before.
342,"I could help a student to buy study materials who was best at his studies,but unable to support financially by his family"
343,"When my thighs started to shrink from a low protein diet. I ate low carb and worked out hard 7 days a week 2 hours a day. I ended up super skinny except with a big butt and thighs (athletic). I look funny though because I am extremely, extremely thin on top and a size 6 or 8 on the bottom."
344,I received flowers from my partner today.
345,I got around to taking a photo I wanted of a landmark near my home.
346,I had dinner with my significant other.
347,Finishing up work after a long and grinding day of court.
348,My happiness had its complement when I was called to congratulate myself for my graduation of an intensive course of programming. I felt expert in technology.
349,Riding in the elevator in the arms of the guy I liked and getting a kiss and a long look before going to bed.
350,The fruits of my labor a a packaging design a were printed and I received some really great recognition for it.
351,My husband and me fighting we are not celebrating my birthday 
352,My happy moment was going out to dinner with my husband and son this week:
353,when i play skateboard with my comrade then i fall they cheer me up and encourage to do it again.. when i land it perfectly that the sweetest happiest moment of my life 
354,I got the invigilation duty for class X board exams this year.  This is the first time get the duty after 19 years of work.  This has given me a tremendous joy and satisfaction.
355,I met with my school friends and enjoyed a lot.
356,I got to see one of my friends that I havent seen in a long time and we got to catch up.
357,BEFORE 2 YEARS FOR MY COLLEGE TOUR FUNCTION   SO WE ALL ENJOY THIS HAPPY MOMENT  FOR MY LIFE. SO I DON'T FORGETTING THIS LIFE.
358,My toddler stopped bedwetting.
359,I finished writing my music album.
360,Another happy moment would be when I got to see my little brother for his birthday
361,"I was very happy and relieved when my dad, who has cardiomyopathy, told me he was able to increase the amount of time he spends exercising every day."
362,I got a stock dividend.
363, It made me happy when my infant son used baby sign language for the first time.
364,Larger pay check
365,When I finished reading my book for the week.
366,My nephew was able to get a scholarship to a highly rated university
367,Waking up this morning and seeing my son smile made me happy.
368,I won a small amount of money on a lottery ticket.
369,I bought a new car 
370," Start a one-line-a-day gratitude journal. Before bed, simply jot down one happy memory from that day. (If you have kids, you can ask them, What was the best part of today?) Reflection is an important part of happiness, and pausing to reflect on a positive event from each day cultivates gratitude."
371,I arrived at the Grand Canyon and saw the view from the South Rim for the first time.
372,My husband got a very nice evaluation from his boss.
373,I found some gluten free Matzo at the grocery store. It made me happy because I can't eat gluten. It was also cheaper than I expected. It tastes good. 
374,When I saw the ultrasound of our baby move around.  It made me realize how precious life can be and its the little moments that make it all worth it. 
375,"After traveling through a snowstorm and boarding a plane in freezing weather, arriving in a destination that was 80 degrees and sunny. "
376,When I completed a dungeon level in a video game I was playing.
377,I was happy when I received gifts from my sister just for the sake of giving.
378,"Being more financially conscious , i am wasting less money on things I can live without."
379,A friend surprised me at work and took me out to lunch.
380,My husbands representative for this VA claim called and updated me on everything going on and stated that everything looked extremely favorable for him to win his claim and recieve over three years of back pay.
381,The second thing that made me happy was that i won a football match with my friends.
382,My mother told me she had a gift for me.
383,I presented results for last month in a large meeting.
384,I found out that I had enough money to take a vacation this summer to the Caribbean!
385,What made me happy this month is watching my son learn new things. 
386,My husband surprised me with my favorite treats.
387,"My daughter started walking, and has gotten much better in the past few days."
388,I got to spend time with my dad's family. We sat outside in the rain and roasted hotdogs over a bonfire.
389,I successfully learned how to hover in a helicopter. 
390,"I had lots of good food on a daily basis, particularly, there is shave ice and rice dishes, noddle dishes and other very good food."
391,When we booked our honeymoon for late November 2017.
392,"Yesterday I was looking outside my  house, some children playing cricket by looking them i was remembered my childhood days "
393,when i left work
394,Dinner with team
395,I was happy when the local radio station played one of my favorite old-school rap songs.
396,I buy a new plant
397,My best friend and I scored two  free tickets to a concert we'd been wanting to see but neither of us could really afford.
398,I went to chipotle and the server game me way more food than usual.
399,My family went to two day tour in a historical place. 
400,My happy moment was my husband making me dinner.
401,Smoking perfect pork shoulder for a family dinner.
402,I've got a new laptop and it works really well.
403,"I bought my niece a new bike for her birthday. She was happy, I was thrilled. Watching her try and fall, but finally succeed in riding the bike was quite a joyful experience."
404,I saw the film Zootopia.
405,I did well in my lab work.
406,Receiving a phone interview request to the internship I applied for 
407,I was informed that my wife got a 6% pay increase which is  a lot compared to the usual 1.5% most employees usually get so I was very happy and proud of her.
408,I got the news of my promotion to a higher post.
409,I made a very high rank in hearthstone very recently after struggling for it.
410,I bought a new phone
411,"Got a new job in a reputed company last month, i am more than happy."
412,The Oregon Ducks advanced to the final four in the college basketball tournament.
413,Going to Disney World with family and friends. We all had a great time.  Lots to see and do there.  THe hotel was great and the parks were fun.  And seeing the expressions on my daughter's faces when we told them we were going to Disney World over the weekend made me very happy.
414,I am finally leaving the town i work in.
415,I was Mailed and congratulated by the Country Head.
416,I fixed a plumbing problem in my house.
417,My family and I laughed while we were eating dinner the other night.
418,I was very happy to find out that our business already has a lot of interest and we haven't even launched yet. 
419,my husband actually came into some money from a past employer. they ended on bad terms and they owed him money when he left the job. we had pretty much given up on the idea of getting the money when we got a check in the mail. i went to get the sales papers from the mail box and what do ya know?! there was a big fat check in there. that really made my day. i felt like all of our problems were solved right then. a stress just lifted off of my shoulders and i called my husband to tell him we were going out to celebrate!
420,I controlled myself at the store and didnt buy junk food.
421,I went on a date with a potential mate last couple of weeks.
422,"I found out that I passed my qualifying exam at my graduate school, which was a huge hurdle I had to overcome and was very nervous about."
423,"Getting my backyard looking nice, landscaping, mulching. "
424,My daughter told me thank you for buying her a small gift and renting a movie for us to watch together.
425,I took my daughter to Corning Glass Museum for the day.
426,"It was nice weather a couple weekends ago, so I was able to sit outside, relax, and read a book uninterrupted."
427,last month we went to a orphanage and distributed some books and stationary to the kids.the happiness in their faces made me feel very happy.
428,Hanging out with friends all day last Saturday made me really happy as well.
429,I have done first Spring cleaning in my home making it look tidy and smell fresh.
430,I drove a jet ski for the first time at the farmhouse of a childhood friend.
431,"I was able to see one of my most anticipated movies, Logan, starring Hugh Jackman."
432,"The weather is finally nice enough out that I can walk around without a jacket, so I'm getting so much more walking in!"
433,I got promoted to assistant manager at my work. 
434,Another thing that made me happy this month was making up my mind to go to a mainly plant based diet.
435,"It made me happy to take a nice, long spa day by myself last week. I needed some time to relax after a hard work week and the spa day was exactly what I needed. "
436,"My father got a higher salary ,i was so happy for him."
437,eat my favorite dinner 
438,I have recently started driving after years of being afraid of the road. I have learned that my fear was all for nothing and that I am actually quite good at it.
439,i bought a new vehicle.
440,Thinking about going to the beach soon. 
441,I shaved my beard down to a mustache and received lots of compliments on it.
442,I was able to budget better and save money this month.
443,Started a new game that I have been waiting a long time to play.
444,I had a pretty in depth conversation with a friend about a topic I heavily interested in.
445,It made me happy to hear about my husband's day at work when he described it to me yesterday. 
446,My boyfriend posted a photo of me on Facebook with a heart emoji as the caption. 
447,That I finally paid off my hospital bills!
448,My wife gave birth to a baby boy and this made me happy.
449,When my family plan a abroad tour with me
450,"I was complemented on my outfit by a classmate. I put a lot of effort into my outfit, so I was happy. "
451,"My husband has been trying to lose weight for a while. He was stuck at the same weight for 3 days and was getting depressed. This morning he told me that he finally had dropped another pound. That made me happy because since I am the one that is controlling his diet, I knew I was doing something right."
452,i make break fast to day
453,I was able to get to work on time even though I woke up late. 
454,We finished moving our large non essential possessions to our new home!
455,My boss congratulated me for the performance I had shown on last two projects.
456,I had a very enjoyable lunch with my children and mother-in-law.
457,Walking around the park with my daughters.
458,My friend share me a old journey video.
459,My favorite ice cream place opened for the season and I bought and ate a quart of my favorite flavor.
460,My 3-year-old daughter wanted to have dinner just me and her out on our deck.
461,a relative made me a batch of choc chip cookies.
462,Today is my best friends birthday and I surprised her with flowers and mimosas before work.  I do not live with her so I had to get up early and get there before work.  She really appreciated it.
463,I was happy when I went out to celebrate my brother and sister's birthday with them last night.
464,My infant daughter started giggling at a funny face that I made at her and it made my heart want to explode with joy.
465,Seeing and talking with friends
466,Making love to my wife before work yesterday at about this time. 
467,I reached my daily goal on mturk.
468,"I got a meal at Texas Road House comped to me due to bad service, and a free appetizer."
469,I scored 50 runs by myself in cricket match.
470,I went outside with my friends and we eat delicious food from the hotel.
471,I enjoyed watching mr bean animated series with my son.
472,I planning myself to do one business dealing it was a doubtful for me but it was successfully favored my side.
473,One of the high school coaches spoke up for my daughter to the college coach.
474,When I got to my clients house and found out he was in a good mood.
475,Yesterday While travelling to my native place i saw a old friend of mine in the bus and i was very happy because we talked together and had shared the sweet memories of our school life.
476,It made me happy to teach my son how to make the V sound. He imitated very good. 
477,I purchased a Air Cooler for my Office to work with a cool mind
478,I got a new ac
479,I went to my son's hockey game and they won 4-3.  It was a great comeback being down 3-0 after one period.
480,My husband purchased a new nan for me.
481,When I jumped in bed at night after a fairly exhaustive day.
